year,month,day,SMB,HML,WML,MKT
2001,1,2,0.00052383472211659,0.0654896646738052,-0.00630825618281961,0.00660063279792666
2001,1,3,0.00538961589336395,0.00938994437456131,-0.0286436900496483,0.0624274984002113
2001,1,4,0.00668957363814116,-0.00232744868844748,-0.000945804757066071,-0.000309833296341822
2001,1,5,0.00352298934012651,-0.00239655096083879,0.00598462484776974,-0.0128392353653908
2001,1,8,0.00788340624421835,0.00194771820679307,-0.00409903563559055,0.00398162798956037
2001,1,9,0.00592812523245812,-0.000916065648198128,0.0095643512904644,0.0199855286628008
2001,1,10,0.0131503045558929,0.0124678090214729,-0.000690557120833546,-0.00436797365546227
2001,1,11,-0.0108160125091672,-0.00345378462225199,-0.00306106684729457,0.00469360547140241
2001,1,12,0.00661838287487626,0.00347490143030882,0.00601915363222361,-0.0067832050845027
2001,1,15,6.72168098390102E-05,-0.000759691931307316,-0.0138214118778706,0.00510991737246513
2001,1,16,-0.000821279361844063,0.0126983448863029,0.0232591908425093,-0.00747278612107039
2001,1,17,0.00613204203546047,0.006096376106143,0.00730688124895096,0.02098941616714
2001,1,18,-0.00999938230961561,-0.00839899852871895,0.0179737024009228,0.0228937193751335
2001,1,19,0.0134939691051841,0.00277476711198688,0.0156706254929304,0.00566603755578399
2001,1,22,0.00738767674192786,0.0117104416713119,0.00780267454683781,-0.00717800809070468
2001,1,23,0.0121509078890085,0.00965743325650692,-0.0148361213505268,0.0199788957834244
2001,1,24,0.00164923304691911,-0.0164807047694922,-0.0449802316725254,-0.00423013791441917
2001,1,26,0.0063490872271359,0.0140643836930394,-0.00852549355477095,0.0072412583976984
2001,1,29,-0.016414187848568,-0.00417486252263188,-0.0186696946620941,0.00209018145687878
2001,1,30,-0.00255162548273802,0.00133085018023849,0.0286606624722481,-0.00767754064872861
2001,1,31,-0.0261150449514389,0.00556805450469255,-0.00155468587763608,0.00287557207047939
2001,2,1,-0.000513223931193352,0.00555962137877941,0.0203031562268734,-0.0274736005812883
2001,2,2,0.00900627579540014,0.0191237293183804,0.00379492295905948,-0.0102213053032756
2001,2,5,0.00368547160178423,0.00504577439278364,0.00915021635591984,-0.0101777343079448
2001,2,6,0.0226920526474714,-0.00655965879559517,0.00764868967235088,0.0132210552692413
2001,2,7,-0.0079863304272294,0.00541133526712656,0.00513034593313932,-0.00802048575133085
2001,2,8,0.0164667852222919,0.0209403932094574,-0.000117018818855286,0.020218500867486
2001,2,9,-0.00300335651263595,0.00842707045376301,0.00179830566048622,-0.00704895611852407
2001,2,12,0.00906487368047237,0.0113526778295636,0.00229585543274879,-0.0119071360677481
2001,2,13,0.000284140580333769,-0.0111881857737899,-0.00192534108646214,0.00691975746303797
2001,2,14,-0.0010244962759316,0.0130640082061291,0.00112403847742826,0.00499947555363178
2001,2,15,-0.00122736021876335,-0.000188885256648064,0.00361714465543628,-0.00829480774700642
2001,2,16,-0.00555546209216118,-0.0010375864803791,0.017699770629406,-0.036384854465723
2001,2,19,-0.0016034422442317,-0.00117613282054663,-0.000677997246384621,-0.00881037302315235
2001,2,20,-0.0177400819957256,0.0201230086386204,0.00355761032551527,0.000949877256061882
2001,2,21,-0.00488527584820986,-0.00128954835236073,0.000678820535540581,-0.015338147059083
2001,2,22,0.0038390327244997,-7.74264335632324E-05,-0.00912796147167683,0.0164705328643322
2001,2,23,0.0100896973162889,0.0164226051419973,0.00304462295025587,0.0101848505437374
2001,2,28,-0.0187593717128038,-0.0391142889857292,0.0168357826769352,-0.0163298491388559
2001,3,1,0.0286685284227133,0.00695879757404327,-0.0216913428157568,0.0275423713028431
2001,3,2,0.000296051613986492,-0.0121417082846165,0.00737694557756186,0.0087122218683362
2001,3,5,0.00986017659306526,-0.00507550314068794,0.00829144567251205,-0.00641508540138602
2001,3,6,-0.0014165653847158,-0.0109615828841925,0.0186715684831142,-0.00769046694040299
2001,3,7,0.00087297335267067,-0.00339763890951872,0.0129858227446675,0.00972176343202591
2001,3,8,-0.016306359320879,0.00524961110204458,0.0111364405602217,-0.00553876860067248
2001,3,9,0.00627399235963821,0.00291780941188335,-0.00900422036647797,-0.00493026245385408
2001,3,12,0.0113951060920954,0.0260991919785738,0.00644344836473465,-0.0379675179719925
2001,3,13,0.00163242756389081,0.0077959205955267,-0.00803277641534805,0.00180101883597672
2001,3,14,-0.0183092877268791,0.000805620104074478,0.00495998561382294,-0.0179894808679819
2001,3,15,-0.00523090036585927,-0.00759041309356689,-0.00100964191369712,-0.0144607285037637
2001,3,16,0.00844841822981834,0.00378293730318546,-0.0143099781125784,0.00609416840597987
2001,3,19,0.00203932635486126,0.00333811342716217,0.00348060578107834,-0.0220919251441956
2001,3,20,0.0235793553292751,0.0198487490415573,-0.0133651569485664,0.00477801263332367
2001,3,21,-0.0136656761169434,0.0094448234885931,0.00528242625296116,0.000857890350744128
2001,3,22,0.00778267160058022,-0.0123580358922482,0.0146401040256023,-0.0517556071281433
2001,3,23,-0.0154850352555513,-0.0099424421787262,-0.00471796933561564,0.0229159295558929
2001,3,26,-0.00810320489108563,-0.00530721712857485,0.0146887395530939,0.0218288470059633
2001,3,27,0.00736320903524756,-0.00121248513460159,0.00395805109292269,0.0134533364325762
2001,3,28,-0.00158074498176575,0.0176513232290745,0.0101724816486239,-0.013969655148685
2001,3,29,-0.00394068472087383,-0.0054400097578764,0.0231738593429327,-0.0183298327028751
2001,3,30,0.00662626884877682,0.000212615355849266,-0.010437848046422,0.00703631807118654
2001,4,2,0.000520039349794388,-0.00488400831818581,-0.0100131537765265,-0.0317928902804852
2001,4,3,0.00321989506483078,0.00666670687496662,0.000196735374629498,-0.016681706532836
2001,4,4,-0.00441026221960783,-0.00189674622379243,-0.009594751521945,0.0107079818844795
2001,4,5,-0.0181467980146408,-0.00448311306536198,-0.0236906260251999,0.0385603010654449
2001,4,6,0.0122628565877676,0.0106028821319342,0.00194263795856386,0.00169986253604293
2001,4,9,-0.0161869134753943,-0.00189899699762464,0.00500487629324198,0.0095289247110486
2001,4,10,0.00214036926627159,-0.00822845660150051,-0.00966739468276501,0.0213874746114016
2001,4,11,0.00379141699522734,-0.0113526415079832,-0.00701134186238051,-0.0131404735147953
2001,4,12,-0.0080735394731164,-0.0163754001259804,-0.00601905770599842,0.00840367842465639
2001,4,16,0.00158821605145931,0.000722803175449371,0.0233656708151102,-0.0308265499770641
2001,4,17,0.00322844367474318,0.00436788285151124,0.0227908752858639,-0.00656084809452295
2001,4,18,0.0119629874825478,-0.0242785774171352,-0.0337350256741047,0.0330820120871067
2001,4,19,0.00128377601504326,-0.0104573201388121,-0.00348185747861862,-0.0328372903168201
2001,4,20,0.0018840953707695,0.00648083165287972,-0.00634987279772759,-0.0460947901010513
2001,4,23,-0.0265912227332592,0.00922147743403912,0.0100077968090773,0.0172657649964094
2001,4,24,-0.00962369050830603,-0.0149604603648186,-0.00231518596410751,0.0119704306125641
2001,4,25,-0.00703598186373711,-0.0129369292408228,0.0128364730626345,0.0117864701896906
2001,4,26,-0.00126611813902855,-0.0128225944936275,-0.0104181878268719,0.0383229963481426
2001,4,27,-0.0156967788934708,-0.0130053730681539,-0.00399006484076381,0.00945303961634636
2001,4,30,-0.00972498673945665,-0.0118441311642528,0.000806510215625167,-0.00216085300780833
2001,5,2,-0.00384640647098422,-0.0023439540527761,0.0111485915258527,0.0020572820212692
2001,5,3,0.0203660670667887,0.0245565008372068,-0.0101408883929253,0.012455590069294
2001,5,4,0.00843708496540785,0.00570574915036559,0.0106104360893369,-0.00177652621641755
